year,country_name,gdp,hte,hdi,gr_cap,labor,sec_srv,mob_sub,ter_enr,sci_art,pop,infl,ict_exp,edu_exp,fdi,trade,inet_usr,rnd_exp,p_a,cc,ge,pv,rl,rq,va,foreign_assets,new_business_density,innovation_score,competitiveness_score,ctfp,cwtfp,economic_freedom
2022,Algeria,8.38E+12,,0.761,2.55E+14,13020342,75.07027283,109,53,7607,45477389,22.95126261,87703899,3.98E+13,3.47E+12,4.29E+14,3401708697,,,-0.638041079,-0.513499498,-0.650652349,-0.83326,-1.063573241,-1.011918902,8.12E+12,0.631898805,16.69632072,37.18898821,,,45.8
2021,Algeria,8.09E+12,,0.755,2.84E+14,12323177,62.10750098,106,54,6839,44761099,15.93259959,85419058,4.46E+13,3.78E+12,3.79E+14,3231751348,,268,-0.635961413,-0.652745783,-0.992457151,-0.833022833,-1.181962967,-1.013778567,5.99E+12,0.607125493,19.8665134,39.64660046,,,49.7
2020,Algeria,7.8E+12,,0.742,3.05E+14,12046917,47.81789312,105,54,5710,44042091,-4.711383916,74097259,4.83E+13,5.41E+12,3.15E+14,2796672778,,163,-0.666826963,-0.573643208,-0.847820401,-0.798027575,-1.355300307,-1.088508606,6.32E+12,0.508024856,30.46,41.10210539,,,46.9
2020,Algeria,7.8E+12,,0.742,3.05E+14,12046917,47.81789312,105,54,5710,44042091,-4.711383916,74097259,4.83E+13,5.41E+12,3.15E+14,2796672778,,163,-0.666826963,-0.573643208,-0.847820401,-0.798027575,-1.355300307,-1.088508606,6.32E+12,0.508024856,8.51,41.10210539,,,46.9
2020,Algeria,7.8E+12,,0.742,3.05E+14,12046917,47.81789312,105,54,5710,44042091,-4.711383916,74097259,4.83E+13,5.41E+12,3.15E+14,2796672778,,163,-0.666826963,-0.573643208,-0.847820401,-0.798027575,-1.355300307,-1.088508606,6.32E+12,0.508024856,19.48,41.10210539,,,46.9
2020,Algeria,7.8E+12,,0.742,3.05E+14,12046917,47.81789312,105,54,5710,44042091,-4.711383916,74097259,4.83E+13,5.41E+12,3.15E+14,2796672778,,163,-0.666826963,-0.573643208,-0.847820401,-0.798027575,-1.355300307,-1.088508606,6.32E+12,0.508024856,30.46,41.10210539,,,46.9
2020,Algeria,7.8E+12,,0.742,3.05E+14,12046917,47.81789312,105,54,5710,44042091,-4.711383916,74097259,4.83E+13,5.41E+12,3.15E+14,2796672778,,163,-0.666826963,-0.573643208,-0.847820401,-0.798027575,-1.355300307,-1.088508606,6.32E+12,0.508024856,30.46,41.10210539,,,46.9
2020,Algeria,7.8E+12,,0.742,3.05E+14,12046917,47.81789312,105,54,5710,44042091,-4.711383916,74097259,4.83E+13,5.41E+12,3.15E+14,2796672778,,163,-0.666826963,-0.573643208,-0.847820401,-0.798027575,-1.355300307,-1.088508606,6.32E+12,0.508024856,8.51,41.10210539,,,46.9
2020,Algeria,7.8E+12,,0.742,3.05E+14,12046917,47.81789312,105,54,5710,44042091,-4.711383916,74097259,4.83E+13,5.41E+12,3.15E+14,2796672778,,163,-0.666826963,-0.573643208,-0.847820401,-0.798027575,-1.355300307,-1.088508606,6.32E+12,0.508024856,19.48,41.10210539,,,46.9
2020,Algeria,7.8E+12,,0.742,3.05E+14,12046917,47.81789312,105,54,5710,44042091,-4.711383916,74097259,4.83E+13,5.41E+12,3.15E+14,2796672778,,163,-0.666826963,-0.573643208,-0.847820401,-0.798027575,-1.355300307,-1.088508606,6.32E+12,0.508024856,30.46,41.10210539,,,46.9
2020,Algeria,7.8E+12,,0.742,3.05E+14,12046917,47.81789312,105,54,5710,44042091,-4.711383916,74097259,4.83E+13,5.41E+12,3.15E+14,2796672778,,163,-0.666826963,-0.573643208,-0.847820401,-0.798027575,-1.355300307,-1.088508606,6.32E+12,0.508024856,30.46,41.10210539,,,46.9
2020,Algeria,7.8E+12,,0.742,3.05E+14,12046917,47.81789312,105,54,5710,44042091,-4.711383916,74097259,4.83E+13,5.41E+12,3.15E+14,2796672778,,163,-0.666826963,-0.573643208,-0.847820401,-0.798027575,-1.355300307,-1.088508606,6.32E+12,0.508024856,8.51,41.10210539,,,46.9
2020,Algeria,7.8E+12,,0.742,3.05E+14,12046917,47.81789312,105,54,5710,44042091,-4.711383916,74097259,4.83E+13,5.41E+12,3.15E+14,2796672778,,163,-0.666826963,-0.573643208,-0.847820401,-0.798027575,-1.355300307,-1.088508606,6.32E+12,0.508024856,19.48,41.10210539,,,46.9
2020,Algeria,7.8E+12,,0.742,3.05E+14,12046917,47.81789312,105,54,5710,44042091,-4.711383916,74097259,4.83E+13,5.41E+12,3.15E+14,2796672778,,163,-0.666826963,-0.573643208,-0.847820401,-0.798027575,-1.355300307,-1.088508606,6.32E+12,0.508024856,30.46,41.10210539,,,46.9
2020,Algeria,7.8E+12,,0.742,3.05E+14,12046917,47.81789312,105,54,5710,44042091,-4.711383916,74097259,4.83E+13,5.41E+12,3.15E+14,2796672778,,163,-0.666826963,-0.573643208,-0.847820401,-0.798027575,-1.355300307,-1.088508606,6.32E+12,0.508024856,30.46,41.10210539,,,46.9
2020,Algeria,7.8E+12,,0.742,3.05E+14,12046917,47.81789312,105,54,5710,44042091,-4.711383916,74097259,4.83E+13,5.41E+12,3.15E+14,2796672778,,163,-0.666826963,-0.573643208,-0.847820401,-0.798027575,-1.355300307,-1.088508606,6.32E+12,0.508024856,8.51,41.10210539,,,46.9
2020,Algeria,7.8E+12,,0.742,3.05E+14,12046917,47.81789312,105,54,5710,44042091,-4.711383916,74097259,4.83E+13,5.41E+12,3.15E+14,2796672778,,163,-0.666826963,-0.573643208,-0.847820401,-0.798027575,-1.355300307,-1.088508606,6.32E+12,0.508024856,19.48,41.10210539,,,46.9
2020,Algeria,7.8E+12,,0.742,3.05E+14,12046917,47.81789312,105,54,5710,44042091,-4.711383916,74097259,4.83E+13,5.41E+12,3.15E+14,2796672778,,163,-0.666826963,-0.573643208,-0.847820401,-0.798027575,-1.355300307,-1.088508606,6.32E+12,0.508024856,30.46,41.10210539,,,46.9
2019,Algeria,8.21E+12,,0.753,3.27E+14,12667017,49.75222514,106,54,6231,43294546,0.882992828,90765792,4.58E+13,5.86E+12,3.82E+14,2415835667,,113,-0.656169534,-0.567920983,-1.055853844,-0.861034155,-1.388313293,-1.053460002,7.43E+12,0.529613625,23.98,43.61751846,,,46.2
2018,Algeria,8.13E+12,,0.749,3.33E+14,12514356,67.16851309,112,53,5291,42505035,6.164678365,132078822,4.73E+13,6.13E+12,4.26E+14,2082746715,,152,-0.658903956,-0.488536388,-0.842107713,-0.806978524,-1.346901417,-0.99526304,9.32E+12,0.58428288,23.87,40.96727486,,,44.7
2017,Algeria,8.02E+12,9028313,0.746,3.33E+14,12357590,62.86985061,111,49,5142,41689299,4.938007295,157476433,4.6E+13,5.2E+12,4E+14,1988579562,3.84E+12,149,-0.598896265,-0.53702414,-0.919614315,-0.925012648,-1.279498816,-0.90311408,1.11E+13,0.627303955,24.34,40.95569343,,,46.5
2016,Algeria,7.9E+12,4844795,0.743,3.43E+14,12189762,7.56412598,117,44,4448,40850721,0.856688224,192812901,5.14E+13,7.16E+12,3.93E+14,1752495931,,106,-0.673700511,-0.464708805,-1.099741936,-0.916658819,-1.241429925,-0.861599445,1.24E+13,0.563103445,24.46,40.4,,,50.1
2016,Algeria,7.9E+12,4844795,0.743,3.43E+14,12189762,7.56412598,117,44,4448,40850721,0.856688224,192812901,5.14E+13,7.16E+12,3.93E+14,1752495931,,106,-0.673700511,-0.464708805,-1.099741936,-0.916658819,-1.241429925,-0.861599445,1.24E+13,0.563103445,24.46,39.8,,,50.1
2016,Algeria,7.9E+12,4844795,0.743,3.43E+14,12189762,7.56412598,117,44,4448,40850721,0.856688224,192812901,5.14E+13,7.16E+12,3.93E+14,1752495931,,106,-0.673700511,-0.464708805,-1.099741936,-0.916658819,-1.241429925,-0.861599445,1.24E+13,0.563103445,24.46,40.4,,,50.1
2016,Algeria,7.9E+12,4844795,0.743,3.43E+14,12189762,7.56412598,117,44,4448,40850721,0.856688224,192812901,5.14E+13,7.16E+12,3.93E+14,1752495931,,106,-0.673700511,-0.464708805,-1.099741936,-0.916658819,-1.241429925,-0.861599445,1.24E+13,0.563103445,24.46,39.8,,,50.1
2015,Algeria,7.6E+12,2549728,0.737,3.25E+14,12055583,3.79814565,109,38,4071,40019529,-4.986744795,172182810,4.69E+13,-2.18E+12,4.04E+14,1528746008,,89,-0.639462769,-0.410829484,-1.090786576,-0.941968441,-1.256905794,-0.847631812,1.52E+13,0.543391022,24.38,42.2,,,48.9
2014,Algeria,7.37E+12,4033112,0.732,2.84E+14,11933136,2.397651465,112,36,3619,39205031,1.450364661,191497457,4.83E+13,4.63E+12,4.2E+14,1156548414,,94,-0.613117993,-0.33986479,-1.190535188,-0.804650962,-1.30188942,-0.813460827,1.56E+13,0.60578728,24.2,42.1,,,50.8
2013,Algeria,7.08E+12,3260377,0.727,2.52E+14,11845414,1.770180072,104,35,3397,38414171,0.892752994,212038088,4.71E+13,5.21E+12,4.19E+14,864318848,,118,-0.472966939,-0.431544006,-1.202371478,-0.693401933,-1.138440609,-0.893428981,1.51E+13,0.559998259,23.11,37.3,,,49.6
2012,Algeria,6.9E+12,2215525,0.723,2.23E+14,11731223,1.221903978,101,34,2999,37646166,8.002446538,255213005,4.85E+13,4.56E+12,4.19E+14,685160221,,119,-0.521544516,-0.447385341,-1.325043321,-0.812617719,-1.320389032,-0.906026602,1.48E+13,0.558149779,24.4,38.9,,,51
2011,Algeria,6.74E+12,3565017,0.718,2.19E+14,11586989,0.487760253,97,33,2405,36903376,16.90870836,176276221,,7.94E+12,4.19E+14,549860302,,94,-0.572699666,-0.520578742,-1.360560656,-0.845334828,-1.212379932,-1.004121184,1.38E+13,0.497301792,19.79,,,,52.4
2010,Algeria,6.54E+12,5377821,0.718,2.41E+14,11421278,0.359232763,91,31,2093,36188236,15.55691812,154656836,,8.46E+12,4.15E+14,452352950,,76,-0.552147269,-0.39590171,-1.259367585,-0.816793382,-1.104800701,-1.022330761,1.19E+13,0.394955413,,,,,56.9
2009,Algeria,6.24E+12,4615916,0.714,2.42E+14,11105183,,93,31,2115,35490445,-7.373748176,99477009,,1.14E+13,4.01E+14,397492984,,,-0.614938259,-0.534546137,-1.196913481,-0.825566888,-0.964235187,-1.038418889,1.08E+13,0.44819707,,,,,56.6
2008,Algeria,6.17E+12,8596814,0.711,1.85E+14,10866131,,78,,1749,34816961,15.11788216,123897758,2.54E+13,9.03E+12,4.38E+14,355133002,,,-0.633444846,-0.603184521,-1.095846295,-0.767772257,-0.624736011,-0.979712248,1.02E+13,0.476995803,,,,,56.2
2024,Bolivia,,,,,6859259,,,,,,,,,,,,,,,,,,,,18383489517,,,43.76204227,,,43.5
2007,Algeria,6.02E+12,6815093,0.704,1.69E+14,10632096,,81,24,1396,34189416,7.095515788,142573128,,7.13E+12,4.07E+14,323089981,,84,-0.592309475,-0.537276387,-1.150585532,-0.791886449,-0.522581637,-0.984122396,7.4E+12,0.348254558,,,,,55.4
2006,Algeria,5.84E+12,,0.698,1.47E+14,10410056,,63,22,1273,33623506,10.78118375,99000000,,8.74E+12,3.85E+14,248141474,,58,-0.564962566,-0.43816179,-1.126413465,-0.775204539,-0.500463128,-0.916875541,5.5E+12,0.397899193,,,,,55.7
2005,Algeria,5.67E+12,,0.692,1.41E+14,10190322,,41,21,897,33109249,12.36159334,96000000,,6.12E+12,3.79E+14,193358014,3.61E+11,59,-0.466420472,-0.446233422,-0.91366601,-0.773644507,-0.341526747,-0.715685964,4.16E+12,,,,,,53.2
2004,Algeria,5.38E+12,,0.685,1.4E+14,9975430,,15,19,857,32628286,11.44650379,,,5.18E+12,3.3E+14,151068964,8.17E+11,58,-0.699272692,-0.559222877,-1.359188437,-0.616287351,-0.441777736,-0.802059054,3.07E+12,,,,,,58.1
2003,Algeria,5.15E+12,,0.677,1.35E+14,9752688,,5,18,635,32175818,8.94246224,,,4.47E+12,2.98E+14,70786800,9.33E+11,30,-0.715244472,-0.674277365,-1.754409075,-0.605380774,-0.481900811,-1.076718092,2.31E+12,,,,,,57.7
2002,Algeria,4.84E+12,,0.669,1.31E+14,9533572,,1,17,489,31750835,1.372855942,,,8.38E+12,2.74E+14,50483828,1.64E+12,43,-0.928754985,-0.614207327,-1.634565115,-0.636733174,-0.574951589,-1.044660211,1.73E+12,,,,,,61
2001,Algeria,4.59E+12,,0.659,1.15E+14,9306534,,0,15,447,31331221,8.01436296,,,8.6E+12,2.5E+14,20239969,9.74E+11,51,,,,,,,1.29E+12,,,,,,57.3
2000,Algeria,4.45E+12,,0.651,9.2E+13,9068833,,0,,382,30903893,22.67800919,,,2.27E+12,2.8E+14,15204715,,32,-0.987298191,-1.01074934,-1.432577372,-1.245844364,-0.71020937,-1.110052228,7.58E+11,,,,,,56.8
1999,Algeria,4.29E+12,,0.643,1.05E+14,8827940,,0,14,311,30474354,10.85633631,,,2.57E+12,2.18E+14,6094871,,36,,,,,,,1.39E+11,,,,,,57.2
1998,Algeria,4.16E+12,,0.634,1.07E+14,8588043,,0,,301,30054133,-3.131088697,,,5.24E+12,1.88E+14,607093,,42,-0.916649282,-0.883071959,-1.8789047,-1.198362112,-0.881358743,-1.244342446,2.5E+11,,,,,,55.8
1960,Africa Eastern and Southern,,,,,,,,,,130072080,,,,,,,,,,,,,,,,,,,,,
1997,Algeria,3.96E+12,,0.624,9.09E+13,8366812,,0,,259,29579301,7.001963048,,,2.14E+12,2.07E+14,304667,,34,,,,,,,3.02E+11,,,,,,54.9
1961,Africa Eastern and Southern,,,,,,,,,,133534923,1.933946546,,,,,,,,,,,,,,,,,,,,
1996,Algeria,3.91E+12,,0.615,9.73E+13,8153158,,0,12,225,29033044,24.02190407,,,2.25E+12,2.1E+14,50517,,50,-0.56674093,-1.088766456,-1.783310533,-1.218194842,-0.907437265,-1.166290164,44880824001,,,,,,54.5
1962,Africa Eastern and Southern,,,,,,,,,,137171659,0.596607182,,,,,,,,,,,,,,,,,,,,
1995,Algeria,3.76E+12,,0.608,1.1E+14,7906356,,0,10,,28470191,28.57703753,,,8986400,2.08E+14,50392,,28,,,,,,,-87533793093,,,,,,55.7
1963,Africa Eastern and Southern,,,,,,,,,,140945536,3.150052774,,,,,,,,,,,,,,,,,,,,
2025,Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55
1964,Africa Eastern and Southern,,,,,,,,,,144904094,3.726977622,,,,,,,,,,,,,,,,,,,,
1965,Africa Eastern and Southern,,,,,,,,,,149033472,2.962826109,,,,,,,,,,,,,,,,,,,,
2023,Angola,1.54E+12,89918197,0.616,3.66E+13,15430003,40.21778994,,10,,36749906,17.61953772,34445380,,-3.85E+12,1.03E+14,1646395789,,,-0.609920204,-1.008909583,-0.341505051,-1.099066019,-0.761388183,-0.737252414,1.06E+13,,10.31979258,38.32733383,,,53
1966,Africa Eastern and Southern,,,,,,,,,,153281203,3.44451811,,,,,,,,,,,,,,,,,,,,
2022,Angola,1.52E+12,77204455,0.615,3.99E+13,14885226,36.53708266,67,,45,35635029,13.71059402,22333790,3.54E+12,-9.61E+12,1.06E+14,1500234721,,,-0.612375736,-1.026034236,-0.630108535,-1.022035718,-0.606698573,-0.807577968,6.1E+12,1.252036598,13.92050655,37.18599628,,,52.6
1967,Africa Eastern and Southern,,,,,,,,,,157704381,1.779384151,,,,,,,,,,,,,,,,,,,,
2021,Angola,1.48E+12,43596708,0.609,3.91E+13,14529142,26.17829172,44,,42,34532429,38.82372184,31756270,3.4E+12,-9.69E+12,1.1E+14,1360577703,,,-0.649475813,-1.12635994,-0.71048075,-0.983753622,-0.670014679,-0.859023571,5.91E+12,,14.96466618,40.89741063,,,54.2
1968,Africa Eastern and Southern,,,,,,,,,,162329396,3.227094258,,,,,,,,,,,,,,,,,,,,
2020,Angola,1.46E+12,46120730,0.61,3.87E+13,13743846,19.730274,44,,49,33451132,10.76310528,12353060,3.89E+12,-5.62E+12,9.63E+13,1224311431,,,-0.935061216,-1.257484555,-0.599917889,-0.951058805,-0.856853485,-0.816005945,7.31E+12,,,40.32732593,,,52.2
1969,Africa Eastern and Southern,,,,,,,,,,167088245,4.660692841,,,,,,,,,,,,,,,,,,,,
2019,Angola,1.55E+12,79264147,0.611,2.75E+13,13331298,14.4862037,46,11,36,32375632,19.18700383,20680180,3.21E+12,-8.96E+12,8.96E+13,1039257787,,2,-1.05461812,-1.128489852,-0.368411601,-1.023548245,-0.833844543,-0.793109953,7.03E+12,,,40.73608083,0.380316734,0.325579017,50.6
1970,Africa Eastern and Southern,,,,,,,,2,,171984985,4.937523593,,,,,,,,,,,,,,,,,,,,
2018,Angola,1.56E+12,62390526,0.611,2.68E+13,12917977,11.02336618,42,9,30,31297155,28.16709326,30919540,3.41E+12,-1.27E+13,1.04E+14,907617495,,6,-1.199483871,-1.005251646,-0.347208589,-1.001062036,-0.800683141,-0.903594315,4.22E+12,,,40.64986758,0.406463176,0.339842439,48.6
1971,Africa Eastern and Southern,,,,,,,,2,,177022314,3.279353072,,,,,,,,,,,,,,,,,,,,
2017,Angola,1.58E+12,90114520,0.61,3.67E+13,12515803,10.64996576,44,10,55,30234839,22.61451403,24470350,3.9E+12,-1.59E+13,8.26E+13,786105814,,,-1.445171714,-0.951988995,-0.387895495,-1.03998208,-1.045466542,-1.095243454,2.64E+12,,,40.96776777,0.406524509,0.35763073,48.5
1972,Africa Eastern and Southern,,,,,,,,2,,182126556,9.814576035,,,,,,,,,,,,,,,,,,,,
2016,Angola,1.58E+12,101168422,0.609,4.14E+13,12119717,8.223946281,45,10,38,29183070,21.77423559,21658540,4.35E+12,-5.38E+11,8.43E+13,677047224,51018200000,,-1.483990431,-0.971493542,-0.321580082,-1.003950238,-0.969250917,-1.140327454,3.86E+12,,,40.3,0.41025126,0.377507478,48.9
2016,Angola,1.58E+12,101168422,0.609,4.14E+13,12119717,8.223946281,45,10,38,29183070,21.77423559,21658540,4.35E+12,-5.38E+11,8.43E+13,677047224,51018200000,,-1.483990431,-0.971493542,-0.321580082,-1.003950238,-0.969250917,-1.140327454,3.86E+12,,,57.9,0.41025126,0.377507478,48.9
2016,Angola,1.58E+12,101168422,0.609,4.14E+13,12119717,8.223946281,45,10,38,29183070,21.77423559,21658540,4.35E+12,-5.38E+11,8.43E+13,677047224,51018200000,,-1.483990431,-0.971493542,-0.321580082,-1.003950238,-0.969250917,-1.140327454,3.86E+12,,,40.3,0.41025126,0.377507478,48.9
2016,Angola,1.58E+12,101168422,0.609,4.14E+13,12119717,8.223946281,45,10,38,29183070,21.77423559,21658540,4.35E+12,-5.38E+11,8.43E+13,677047224,51018200000,,-1.483990431,-0.971493542,-0.321580082,-1.003950238,-0.969250917,-1.140327454,3.86E+12,,,57.9,0.41025126,0.377507478,48.9
1973,Africa Eastern and Southern,,,,,,,,2,,187524135,12.2244749,,,,,,,,,,,,,,,,,,,,
2015,Angola,1.62E+12,102003479,0.603,4.57E+13,11740075,8.061709939,49,9,32,28157798,-3.518385346,30172000,5.02E+12,1.8E+13,1.02E+14,619471556,,,-1.427726507,-0.929087341,-0.505385816,-1.030658722,-0.863671422,-1.177164912,3.57E+12,,26.2,39,0.409042239,0.391767085,47.9
1974,Africa Eastern and Southern,,,,,,,,2,,193186642,15.12834612,,,,,,,,,,,,,,,,,,,,
2014,Angola,1.61E+12,,0.577,4.42E+13,11376942,5.890849409,52,,35,27160769,3.560884772,37093890,4.72E+12,4.33E+12,1.28E+14,581240457,,,-1.458225965,-1.056573868,-0.333232045,-1.074954033,-0.860683441,-1.145323634,3.1E+12,,23.82,37.6,0.442301065,0.366825283,47.7
1975,Africa Eastern and Southern,,,,,,,,2,,198914573,11.88443088,,,,,,,,,,,,,,,,,,,,
2013,Angola,1.53E+12,,0.567,4E+13,11009075,4.547952619,51,9,24,26165620,2.839724126,20933695,5.92E+12,-8.23E+12,1.33E+14,340153060,,,-1.336971641,-1.242886543,-0.391233474,-1.290947795,-1.041670442,-1.113919139,3.12E+12,,23.46,40.1,0.432413489,0.337463588,47.3
2024,Belize,,,,,189961,,,,,,,,,,,,,,,,,,,,1844992111,,,41.58047598,,,61.2
2012,Angola,1.46E+12,,0.557,3.9E+13,10636117,3.177453552,51,,21,25177394,7.255749909,33207031,4.5E+12,-1.67E+12,1.34E+14,193865934,,,-1.302401423,-0.988945425,-0.389322549,-1.304776907,-0.990437567,-1.076246738,3.17E+12,,22.2,41,0.408607334,0.292825282,46.7
1976,Africa Eastern and Southern,,,,,,,,2,,204802976,9.530632469,,,,,,,,,,,,,,,,,,,,
2011,Angola,1.35E+12,,0.545,3.56E+13,10270426,1.858095051,50,6,18,24218352,31.77146016,40629830,4.37E+12,-3.65E+12,1.35E+14,113826254,,,-1.367469072,-1.193231225,-0.36923781,-1.277053237,-1.107531548,-1.125478387,2.93E+12,,,,0.370381862,0.261308432,46.2
1977,Africa Eastern and Southern,,,,,,,,2,,210680842,10.40810118,,,,,,,,,,,,,,,,,,,,
2010,Angola,1.3E+12,,0.528,3.67E+13,9873442,1.287839681,40,,15,23294825,32.27046912,35122000,4.45E+12,-5.01E+12,1.35E+14,65225510,,,-1.332474947,-1.138267756,-0.226182342,-1.272953272,-1.0602175,-1.120525122,1.73E+12,,,,0.305130154,0.219376832,48.4
1978,Africa Eastern and Southern,,,,,,,,2,,217074286,10.54028973,,,,,,,,,,,,,,,,,,,,
2009,Angola,1.25E+12,,0.517,5.35E+13,9502658,,36,,14,22414773,-16.76214029,34012000,3.65E+12,3.92E+12,1.53E+14,51553978,,,-1.397766113,-0.945070207,-0.347591847,-1.236289263,-1.059525251,-1.126135349,1.15E+12,,,,0.24518919,0.2171444,47
1979,Africa Eastern and Southern,,,,,,,,2,,223974122,14.5712374,,,,,,,,,,,,,,,,,,,,
2008,Angola,1.24E+12,,0.504,3.62E+13,9150346,,31,,12,21578655,19.36577356,,,2.35E+12,1.5E+14,40999444,,,-1.308764577,-1.061388373,-0.361787379,-1.378563881,-1.101495981,-1.119346857,1.51E+12,,,,0.365689784,0.223502249,46.9
1980,Africa Eastern and Southern,,,,,,,,2,,230792729,19.20529476,,,,,,,,,,,,,,,,,,,,
2007,Angola,1.11E+12,,0.492,2.79E+13,8810501,,24,,10,20778561,4.308432212,,,-1.52E+12,1.2E+14,35323554,,,-1.307493567,-1.205007195,-0.666658759,-1.375133514,-1.075312614,-1.18531394,1.02E+12,,,,0.33953172,0.196556687,44.7
1981,Africa Eastern and Southern,,,,,,,,2,,238043099,10.85848837,,,,,,,,,,,,,,,,,,,,
2006,Angola,9.76E+11,,0.475,2.14E+13,8483347,,15,2,13,20015279,17.11566514,10726000,2.23E+12,-70272972096,9.24E+13,30022918,,,-1.241037726,-1.381049156,-0.539453447,-1.31127274,-1.156215668,-1.252087951,8.91E+11,,,,0.330362499,0.180813402,43.5
1982,Africa Eastern and Southern,,,,,,,,2,,245822010,7.697471778,,,,,,,,,,,,,,,,,,,,
2005,Angola,8.75E+11,,0.463,2.43E+13,8170907,,8,3,10,19291161,42.37424926,14039000,1.86E+12,-3.09E+12,9.33E+13,21991924,,,-1.323181987,-1.11021924,-0.885178328,-1.464794993,-1.240036249,-1.234719396,3.87E+11,,,,0.269956708,0.168313846,
1983,Africa Eastern and Southern,,,,,,,,2,,253644643,11.55684172,,,,,,,,,,,,,,,,,,,,
2004,Angola,7.6E+11,,0.448,2.33E+13,7870706,,4,2,10,18600423,33.44359479,,,7.09E+12,7.87E+13,8649197,,,-1.377568841,-1.328872442,-1.063120604,-1.520916343,-1.226713538,-1.285479784,1.51E+11,,,,0.206772804,0.157653019,
1984,Africa Eastern and Southern,,,,,,,,2,,261458202,12.73475577,,,,,,,,,,,,,,,,,,,,
2003,Angola,6.85E+11,,0.435,2.03E+13,7583239,,2,3,6,17943712,93.92656691,,,1.38E+13,7.12E+13,6657117,,,-1.335463285,-1.124224305,-1.00738585,-1.482855916,-1.187467456,-1.272615314,1.07E+11,,,,0.175938159,0.15242219,
1985,Africa Eastern and Southern,,,,,,,,3,,269450407,16.14433126,,,,,,,,,,,,,,,,,,,,
2002,Angola,6.65E+11,,0.417,2.02E+13,7312781,,1,1,16,17327699,196.9840994,,,7.59E+12,7E+13,4678479,,,-1.155492663,-1.132157087,-1.576179862,-1.633343816,-1.294135094,-1.238779068,78895935768,,,,0.171486273,0.147631243,
1986,Africa Eastern and Southern,,,,,,,,3,,277621771,13.91657691,,,,,,,,,,,,,,,,,,,,
2001,Angola,5.85E+11,,0.401,,7057918,,0,,10,16747208,106.3521255,,,1.4E+13,,2277620,,,,,,,,,40414519653,,,,0.147875935,0.143637776,
1987,Africa Eastern and Southern,,,,,,,,3,,286067346,12.69406982,,,,,,,,,,,,,,,,,,,,
2000,Angola,5.62E+11,,0.391,,6815659,,0,,6,16194869,418.0189915,,1.47E+12,5.41E+12,,1700461,,,-1.197514296,-1.075034142,-2.038173914,-1.601501703,-1.507048011,-1.458064675,30520014540,,,,0.142444134,0.124751501,24.3
1988,Africa Eastern and Southern,,,,,,,,3,,294498625,20.15260127,,,,,,,,,,,,,,,,,,,,
1999,Angola,5.45E+11,,0.379,,6585434,,0,1,4,15667235,557.5011131,,,2.19E+13,,1128041,,,,,,,,,5768914826,,,,0.168323591,0.197021171,23.7
1989,Africa Eastern and Southern,,,,,,,0,3,,302939121,14.83928391,,,,,,,,,,,,,,,,,,,,
1998,Angola,5.33E+11,,,,6365427,,0,1,4,15159370,39.35934833,,1.37E+12,9.13E+12,,280448,,,-1.180450678,-1.055107117,-2.318058491,-1.527338624,-1.445261717,-1.411878705,168039754,,,,0.183536261,0.223176226,24.9
1990,Africa Eastern and Southern,,,,,123110450,,0,3,,311748681,11.99390391,,,,,,,,,,,,,,,,,,,,
1997,Angola,5.1E+11,,,,6150107,,0,,7,14660413,95.45302218,,,2.74E+12,,83125,,,,,,,,,200101483,,,,0.191522941,0.208298668,24.2
1991,Africa Eastern and Southern,,,,,126804887,,0,3,,320442961,14.97893642,,,,,,,,,,,,,,,,,,,,
1996,Angola,4.75E+11,,,,5941527,,0,,6,14170973,4800.531644,,,1.14E+12,,10997,,,-1.16770184,-0.859939992,-2.061917305,-1.630469322,-1.415345073,-1.578163505,135920959,,,,0.20128414,0.205566958,24.4
1992,Africa Eastern and Southern,,,,,130434209,,0,3,,329082707,14.64065521,,,,,,,,,,,,,,,,,,,,
1995,Angola,4.18E+11,,,,5744293,,0,,,13699778,1825.495149,,,3.57E+12,,,,,,,,,,,-7611172,,,,0.183606371,0.209235296,27.4
1993,Africa Eastern and Southern,,,,,134144992,,0,4,,338324002,13.87050259,,,,,,,,,,,,,,,,,,,,
2025,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.2
1994,Africa Eastern and Southern,,,,,138130895,,0,4,,347441809,17.01641479,,,,,,,,,,,,,,,,,,,,
1995,Africa Eastern and Southern,,,,,142074354,,0,4,,356580375,16.10271174,,,,,,,,,,,,,,,,,,,,
2023,Argentina,7.14E+11,689722037,0.865,1.33E+13,22069879,5451.201504,,,,45538401,135.3688763,2449008628,,2.64E+12,1.9E+13,4062025369,,,-0.360883951,-0.377517343,-0.127517909,-0.410826534,-0.482535392,0.533921838,4.37E+12,,28.00122364,47.47017825,,,51
1996,Africa Eastern and Southern,,,,,145637210,,0,4,5344,366138524,15.17618034,,,,,,,,,,,,,,,,,,,,
2022,Argentina,7.26E+11,663679613,0.858,1.28E+13,21566906,5287.339402,132,107,9122,45407904,69.87608425,2714649019,3.49E+12,1.74E+12,2.29E+13,4014058714,3.99E+11,,-0.447221607,-0.283489704,-0.09859433,-0.48235181,-0.697565734,0.546316981,4.32E+12,,28.6231408,46.89734314,,,50.1
1997,Africa Eastern and Southern,,,,,149143177,,1,4,5410,375646235,10.54504866,,,,,,,,,,,,,,,,,,,,
